"","tweet","existence","existence.confidence","cleantweet"
"1394","Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 36","Y",1,"Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 36"
"1395","Nine scenarios for imminent apocalypse•À_only one is global warming http://j.mp/aYqZO2 (via @rawdawgbuffalo)","Y",0.5492,"Nine scenarios for imminent apocalypseï¿½ï¿½_only one is global warming http://j.mp/aYqZO2 (via @rawdawgbuffalo)"
"1396","If capitalism doesn•À_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy","Y",1,"If capitalism doesnï¿½ï¿½_t end climate change, climate change will end capitalism - #degrowth http://bit.ly/afdSTy"
"1397","DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... http://bit.ly/cqCzSj","Y",1,"DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*: Get Involved! Call now 202-595-3368 Greenpeac... http://bit.ly/cqCzSj"
"1398","Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 7","Y",1,"Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 7"
"1399","Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 8","Y",1,"Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 8"
"1400","http://bit.ly/dCjUlz -Ancient Weapons Emerge From Melting Arctic Ice-Wow,positive side of Global Warming.Other one is reclaim of dry land","Y",1,"http://bit.ly/dCjUlz -Ancient Weapons Emerge From Melting Arctic Ice-Wow,positive side of Global Warming.Other one is reclaim of dry land"
"1401","Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 9","Y",1,"Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 9"
"1402","Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra","Y",1,"Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra"
"1403","Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  http://bit.ly/cDeYFt","Y",0.8373,"Government Report Says Global Warming May Cause Cancer, Mental Illness.  CNSNews.com -  http://bit.ly/cDeYFt"
"1404","SEC warns publically held companies to advise investors of risks of #climate change. http://ow.ly/1DUIy #CSR","Y",1,"SEC warns publically held companies to advise investors of risks of #climate change. http://ow.ly/1DUIy #CSR"
"1405","Save the Whales and They'll Save Us from Global Warming http://bit.ly/cN013J #tcot","Y",1,"Save the Whales and They'll Save Us from Global Warming http://bit.ly/cN013J #tcot"
"1406","Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change.","Y",0.6368,"Al Gore @ #IRA ""If a snake were coming up the aisle, there wouldn't be a long debate about what to do."" And we dawdle about climate change."
"1407","We should be leaders on climate change but it is always put on the back burner... http://dld.bz/b3mA","Y",1,"We should be leaders on climate change but it is always put on the back burner... http://dld.bz/b3mA"
"1408","RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? http://bit.ly/abDh6c","Y",1,"RT @WWF_Climate    RT @CarbonDiplomacy Grapes of Wrath: How much trouble does #climate change mean for agriculture? http://bit.ly/abDh6c"
"1409","Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/cPxcfZ","Y",0.6757,"Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/cPxcfZ"
"1410","Climate change and Why Your Allergies Are Getting Worse http://bit.ly/dzYKHK /via @MotherJones","Y",1,"Climate change and Why Your Allergies Are Getting Worse http://bit.ly/dzYKHK /via @MotherJones"
"1411","Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at http://n.pr/126226938","Y",0.6671,"Watch PBS 'Dimming the Sun' for more on this #NPR: Could Cleaner Air Actually Intensify Global Warming?-More at http://n.pr/126226938"
"1412","RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world","Y",1,"RT @CHIoxfamaction: People in poor countries are 20 times more likely to be affected by disasters caused by climate change than those in the developed world"
"1413","Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/94D2xv","Y",1,"Got Allergies? -- By: Jonah Goldberg: Blame global warming. From Time magazine: Allergies Worse Than Ever? Blame ... http://bit.ly/94D2xv"
"1414","Italy: PhD Programme in Science and Management of Climate Change ...: PhD Programme in Science and Management of C... http://bit.ly/9I6mr6",NA,0.6326,"Italy: PhD Programme in Science and Management of Climate Change ...: PhD Programme in Science and Management of C... http://bit.ly/9I6mr6"
"1415","Oxfam: Climate change devastating rural Ethiopian communities. http://tinyurl.com/3a67ary #Oxfam #climatechange","Y",1,"Oxfam: Climate change devastating rural Ethiopian communities. http://tinyurl.com/3a67ary #Oxfam #climatechange"
"1416","Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen","Y",1,"Alexi @Giannoulias believes in putting a price on global warming pollutants to spur development of alternative technology #p2 #ilsen"
"1417","Go for the green! Olympic athletes push for climate change action -- http://mnn.com/node/55056 #climatechange #climateaction #green","Y",0.6479,"Go for the green! Olympic athletes push for climate change action -- http://mnn.com/node/55056 #climatechange #climateaction #green"
"1418","DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... http://bit.ly/9m44EJ","Y",1,"DC: *FT Work for Greenpeace to STOP GLOBAL WARMING - $12-$13/hr*:Get Involved! Call now 202-595-3368 Greenpeace... http://bit.ly/9m44EJ"
"1419","Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health http://bit.ly/99jnIZ #moms #families #eco","Y",1,"Health effects are a big deal. RT @EPSclimate: Impacts of Climate Change Extend to Human Health http://bit.ly/99jnIZ #moms #families #eco"
"1420","Climate change causing change in ocean chemistry at unprecedented rate. http://www.planetark.com/enviro-news/item/57703 #climatechange","Y",0.6746,"Climate change causing change in ocean chemistry at unprecedented rate. http://www.planetark.com/enviro-news/item/57703 #climatechange"
"1421","Global warming can be good for http://bit.ly/dd2Rm3, another cool video","Y",0.6972,"Global warming can be good for http://bit.ly/dd2Rm3, another cool video"
"1422","Allergies Worse Than Ever? Blame Global Warming (Time.com) http://nxy.in/dxleu","Y",1,"Allergies Worse Than Ever? Blame Global Warming (Time.com) http://nxy.in/dxleu"
"1423","RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) http://bit.ly/c4PCkp (via @unreal_g) #Science RT @Flipbooks","Y",0.6674,"RT @arkarthick: Bats, Birds & Lizards Can Fight #Climate Change (Wired) http://bit.ly/c4PCkp (via @unreal_g) #Science RT @Flipbooks"
"1424","For #EarthDay Global warming could affect patient symptoms http://bit.ly/7FppTC classic post","Y",0.8374,"For #EarthDay Global warming could affect patient symptoms http://bit.ly/7FppTC classic post"
"1425","Just signed an #earthday petition to take action on climate change via @rockthevote: http://bit.ly/ainwzM","Y",1,"Just signed an #earthday petition to take action on climate change via @rockthevote: http://bit.ly/ainwzM"
"1426","Treating Climate Change as a Curable Disease http://viigo.im/3fSu","Y",1,"Treating Climate Change as a Curable Disease http://viigo.im/3fSu"
"1427","Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... http://bit.ly/9CueV7","Y",1,"Global warming: Believe it - Vallejo Times-Herald: Your editorial on global warming (""Keeping the debate honest,"" ... http://bit.ly/9CueV7"
"1428","See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: http://bit.ly/aC6NgS","Y",1,"See how CCX Member Motorola is working to be part of the solution in addressing the climate change challenge: http://bit.ly/aC6NgS"
"1429","RT @manyko2: Bolivian President Blames Capitalism for Global Warming http://bit.ly/bcIloj //US policies threaten indigenous peoples #p2","Y",0.5047,"RT @manyko2: Bolivian President Blames Capitalism for Global Warming http://bit.ly/bcIloj //US policies threaten indigenous peoples #p2"
"1430","Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election","Y",0.5337,"Interesting point re: why macro-probs like global warming are never solved: politicians need only solve immediate probs for re-election"
"1431","RT @MotherJones: Yet another gift from global warming: increased allergy attacks http://bit.ly/9o8F9y #p2","Y",1,"RT @MotherJones: Yet another gift from global warming: increased allergy attacks http://bit.ly/9o8F9y #p2"
"1432","Global Climate Change Effects on the Mid-Continent (Download to view animations) http://slidesha.re/bRD3BW","Y",1,"Global Climate Change Effects on the Mid-Continent (Download to view animations) http://slidesha.re/bRD3BW"
"1433","Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)","Y",1,"Are you ready for climate change, if so let your lawmakers know, how tell them sign petitions, drop a hint :)"
"1434","UMC Expands Climate Change Policy and Carbon Emission Reduction Goals http://goo.gl/fb/T7njr","Y",0.643,"UMC Expands Climate Change Policy and Carbon Emission Reduction Goals http://goo.gl/fb/T7njr"
"1435","RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://tinyurl.com/y7wvwvp #tcot",NA,0.3563,"RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://tinyurl.com/y7wvwvp #tcot"
"1436","Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... http://bit.ly/aJKsz3","Y",1,"Allergies Worse Than Ever? Blame Global Warming: Thanks to an unusually cold and snowy winter, followed by an earl... http://bit.ly/aJKsz3"
"1437","Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: http://bit.ly/bmUK4w (via @CREDOmobile)","Y",0.6257,"Ridiculous: giving a climate change denier a nature show? Keep Sarah Palin off #Discovery: http://bit.ly/bmUK4w (via @CREDOmobile)"
"1438","Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: http://bit.ly/aDeS0r","Y",1,"Report: #Allergy Season to Get Worse with #Climate Change read from @time this really sucks for me: http://bit.ly/aDeS0r"
"1439","CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution http://goo.gl/fb/AQRum","Y",1,"CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution http://goo.gl/fb/AQRum"
"1440","Report Claims Climate Change Is To Blame For Increase Of Allergies http://bit.ly/dgT4CS",NA,0.6984,"Report Claims Climate Change Is To Blame For Increase Of Allergies http://bit.ly/dgT4CS"
"1441","Report Claims Climate Change Is To Blame For Increase Of Allergies http://bit.ly/bG1dIR","Y",1,"Report Claims Climate Change Is To Blame For Increase Of Allergies http://bit.ly/bG1dIR"
"1442","Tulips in mid-April in Chicago? Love the global warming. http://ow.ly/i/16qg","Y",1,"Tulips in mid-April in Chicago? Love the global warming. http://ow.ly/i/16qg"
"1443","Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming","Y",1,"Global warming will make allergies worse for 25 million Americans, hitting those with asthma hardest: WWF (ClimateWire) #globalwarming"
"1444","85 degrees in April eh? Hellooo global warming, nice to meet u","Y",1,"85 degrees in April eh? Hellooo global warming, nice to meet u"
"1445","Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change http://bit.ly/dmIB7F #agriculture","Y",0.6705,"Rejoice, NY Times mentions crop wild relatives in article about adapting agriculture to climate change http://bit.ly/dmIB7F #agriculture"
"1446","U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change http://bit.ly/ddyxmX","Y",1,"U.S. Document Calls For ï¿½ï¿½_Global Regimeï¿½ï¿½_ To Tackle Climate Change http://bit.ly/ddyxmX"
"1447","U.S. Document Calls For •À_Global Regime•À_ To Tackle Climate Change http://bit.ly/c75hGf","Y",0.6452,"U.S. Document Calls For ï¿½ï¿½_Global Regimeï¿½ï¿½_ To Tackle Climate Change http://bit.ly/c75hGf"
"1448","RT @highcountrynews RT @NPCA: Two more glaciers are gone from namesake nat. park due to global warming, USGS reports http://bit.ly/dpXXWW","Y",1,"RT @highcountrynews RT @NPCA: Two more glaciers are gone from namesake nat. park due to global warming, USGS reports http://bit.ly/dpXXWW"
"1449","RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. http://bit.ly/c1uWL4","Y",0.7282,"RT @solveclimate: Feeling the Heat Down Under When it Comes to Climate Change: Erwin Jackson, The Climate Institute.. http://bit.ly/c1uWL4"
